;;;year
HSPH-Cervical (Harvard);Katki HA, Kinney WK, Fetterman B, Lorey T, Poitras NE, Cheung L, Demuth F, Schiffman M, Wacholder S, Castle PE, Cervical cancer risk for women undergoing concurrent testing for human papillomavirus and cervical cytology: a population-based study in routine clinical practice, Lancet Oncol, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21684207;2011
MISCAN-STDSIM (Erasmus);Giuliano AR, Lee JH, Fulp W, Villa LL, Lazcano E, Papenfuss MR, Abrahamsen M, Salmeron J, Anic GM, Rollison DE, Smith D, et al., Incidence and clearance of genital human papillomavirus infection in men (HIM): a cohort study, Lancet, March 12, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21367446;2011
Policy1-Cervix (CCNSW);Smith MA, Lew JB, Walker RJ, Brotherton JM, Nickson C, Canfell K, The predicted impact of HPV vaccination on male infections and male HPV-related cancers in Australia, Vaccine, Nov. 8, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21419773;2011
Policy1-Cervix (CCNSW);Shi JF, Canfell K, Lew JB, Zhao FH, Legood R, Ning Y, Simonella L, Ma L, Kang YJ, Zhang YZ, Smith MA, et al., Evaluation of primary HPV-DNA testing in relation to visual inspection methods for cervical cancer screening in rural China: an epidemiologic and cost-effectiveness modelling study, BMC Cancer, June 13, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21668946;2011
Policy1-Cervix (CCNSW);Canfell K, Shi JF, Lew JB, Walker R, Zhao FH, Simonella L, Chen JF, Legood R, Smith MA, Nickson C, Qiao YL, et al., Prevention of cervical cancer in rural China: evaluation of HPV vaccination and primary HPV screening strategies, Vaccine, March 16, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21211586;2011
CRC-SPIN (RAND);Vanness DJ, Knudsen AB, Lansdorp-Vogelaar I, Rutter CM, Gareen IF, Herman BA, Kuntz KM, Zauber AG, van Ballegooijen M, Feuer EJ, Chen MH, et al., Comparative economic evaluation of data from the ACRIN National CT Colonography Trial with three cancer intervention and surveillance modeling network microsimulations, Radiology, Nov. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21813740;2011
CRC-SPIN (RAND);Rutter CM, Miglioretti DL, Savarino JE, Evaluating risk factor assumptions: a simulation-based approach, BMC Med Inform Decis Mak, Sept. 7, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21899767;2011
CRC-SPIN (RAND);Rutter CM, Knudsen AB, Pandharipande PV, Computer disease simulation models: integrating evidence for health policy, Acad Radiol, Sept. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21435924;2011
CRC-SPIN (RAND);Kuntz KM, Lansdorp-Vogelaar I, Rutter CM, Knudsen AB, van Ballegooijen M, Savarino JE, Feuer EJ, Zauber AG, A systematic comparison of microsimulation models of colorectal cancer: the role of assumptions about adenoma progression, Med Decis Making, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21673186;2011
CRC-SPIN (RAND);van Ballegooijen M, Rutter CM, Knudsen AB, Zauber AG, Savarino JE, Lansdorp-Vogelaar I, Boer R, Feuer EJ, Habbema JD, Kuntz KM, Clarifying differences in natural history between models of screening: the case of colorectal cancer, Med Decis Making, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21673187;2011
CRC-SPIN (RAND);Rutter CM, Zaslavsky AM, Feuer EJ, Dynamic microsimulation models for health outcomes: a review, Med Decis Making, Jan. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20484091;2011
CRC-SPIN (RAND);Lansdorp-Vogelaar I, Knudsen AB, Brenner H, Cost-effectiveness of colorectal cancer screening, Epidemiol Rev, Jan. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21633092;2011
MISCAN-Colon (Erasmus/MSK);Wilschut JA, Hol L, Dekker E, Jansen JB, Van Leerdam ME, Lansdorp-Vogelaar I, Kuipers EJ, Habbema JD, Van Ballegooijen M, Cost-effectiveness analysis of a quantitative immunochemical test for colorectal cancer screening, Gastroenterology, Nov. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21784045;2011
MISCAN-Colon (Erasmus/MSK);Vanness DJ, Knudsen AB, Lansdorp-Vogelaar I, Rutter CM, Gareen IF, Herman BA, Kuntz KM, Zauber AG, van Ballegooijen M, Feuer EJ, Chen MH, et al., Comparative economic evaluation of data from the ACRIN National CT Colonography Trial with three cancer intervention and surveillance modeling network microsimulations, Radiology, Nov. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21813740;2011
MISCAN-Colon (Erasmus/MSK);Wilschut JA, Steyerberg EW, van Leerdam ME, Lansdorp-Vogelaar I, Habbema JD, van Ballegooijen M, How much colonoscopy screening should be recommended to individuals with various degrees of family history of colorectal cancer?, Cancer, Sept. 15, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21387272;2011
MISCAN-Colon (Erasmus/MSK);Bradley CJ, Lansdorp-Vogelaar I, Yabroff KR, Dahman B, Mariotto A, Feuer EJ, Brown ML, Productivity savings from colorectal cancer prevention and control strategies, Am J Prev Med, Aug. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21767717;2011
MISCAN-Colon (Erasmus/MSK);Kuntz KM, Lansdorp-Vogelaar I, Rutter CM, Knudsen AB, van Ballegooijen M, Savarino JE, Feuer EJ, Zauber AG, A systematic comparison of microsimulation models of colorectal cancer: the role of assumptions about adenoma progression, Med Decis Making, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21673186;2011
MISCAN-Colon (Erasmus/MSK);van Ballegooijen M, Rutter CM, Knudsen AB, Zauber AG, Savarino JE, Lansdorp-Vogelaar I, Boer R, Feuer EJ, Habbema JD, Kuntz KM, Clarifying differences in natural history between models of screening: the case of colorectal cancer, Med Decis Making, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21673187;2011
MISCAN-Colon (Erasmus/MSK);Naishadham D, Lansdorp-Vogelaar I, Siegel R, Cokkinides V, Jemal A, State disparities in colorectal cancer mortality patterns in the United States, Cancer Epidemiol Biomarkers Prev, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21737410;2011
MISCAN-Colon (Erasmus/MSK);Stock C, Knudsen AB, Lansdorp-Vogelaar I, Haug U, Brenner H, Colorectal cancer mortality prevented by use and attributable to nonuse of colonoscopy, Gastrointest Endosc, March 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21353840;2011
SimCRC (Minnesota/MGH);Vanness DJ, Knudsen AB, Lansdorp-Vogelaar I, Rutter CM, Gareen IF, Herman BA, Kuntz KM, Zauber AG, van Ballegooijen M, Feuer EJ, Chen MH, et al., Comparative economic evaluation of data from the ACRIN National CT Colonography Trial with three cancer intervention and surveillance modeling network microsimulations, Radiology, Nov. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21813740;2011
SimCRC (Minnesota/MGH);Rutter CM, Knudsen AB, Pandharipande PV, Computer disease simulation models: integrating evidence for health policy, Acad Radiol, Sept. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21435924;2011
SimCRC (Minnesota/MGH);Kuntz KM, Lansdorp-Vogelaar I, Rutter CM, Knudsen AB, van Ballegooijen M, Savarino JE, Feuer EJ, Zauber AG, A systematic comparison of microsimulation models of colorectal cancer: the role of assumptions about adenoma progression, Med Decis Making, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21673186;2011
SimCRC (Minnesota/MGH);van Ballegooijen M, Rutter CM, Knudsen AB, Zauber AG, Savarino JE, Lansdorp-Vogelaar I, Boer R, Feuer EJ, Habbema JD, Kuntz KM, Clarifying differences in natural history between models of screening: the case of colorectal cancer, Med Decis Making, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21673187;2011
SimCRC (Minnesota/MGH);Haug U, Knudsen AB, Brenner H, Kuntz KM, Is fecal occult blood testing more sensitive for left- versus right-sided colorectal neoplasia? A systematic literature review, Expert Rev Mol Diagn, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21745014;2011
SimCRC (Minnesota/MGH);Haug U, Kuntz KM, Knudsen AB, Hundt S, Brenner H, Sensitivity of immunochemical faecal occult blood testing for detecting left- vs right-sided colorectal neoplasia, Br J Cancer, May 24, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21559011;2011
SimCRC (Minnesota/MGH);Stock C, Knudsen AB, Lansdorp-Vogelaar I, Haug U, Brenner H, Colorectal cancer mortality prevented by use and attributable to nonuse of colonoscopy, Gastrointest Endosc, March 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21353840;2011
SimCRC (Minnesota/MGH);Lansdorp-Vogelaar I, Knudsen AB, Brenner H, Cost-effectiveness of colorectal cancer screening, Epidemiol Rev, Jan. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21633092;2011
EACMo (MGH);Kong CY, Nattinger KJ, Hayeck TJ, Omer ZB, Wang YC, Spechler SJ, McMahon PM, Gazelle GS, Hur C, The impact of obesity on the rise in esophageal adenocarcinoma incidence: estimates from a disease simulation model, Cancer Epidemiol Biomarkers Prev, Nov. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21930957;2011
MSCE-EAC (FHCRC);Hazelton WD, Luebeck EG, Biomarker-based early cancer detection: is it achievable?, Sci Transl Med, Nov. 16, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22089449;2011
LCPM (MGH);McMahon PM, Kong CY, Bouzan C, Weinstein MC, Cipriano LE, Tramontano AC, Johnson BE, Weeks JC, Gazelle GS, Cost-effectiveness of computed tomography screening for lung cancer in the United States, J Thorac Oncol, Nov. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21892105;2011
LMO (FHCRC);Hazelton WD, Luebeck EG, Biomarker-based early cancer detection: is it achievable?, Sci Transl Med, Nov. 16, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22089449;2011
MISCAN-Lung (Erasmus);Shi L, Tian H, McCarthy WJ, Berman B, Wu S, Boer R, Exploring the uncertainties of early detection results: model-based interpretation of mayo lung project, BMC Cancer, March 7, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21375784;2011
SimSmoke (Georgetown);Levy DT, Pearson JL, Villanti AC, Blackman K, Vallone DM, Niaura RS, Abrams DB, Modeling the future effects of a menthol ban on smoking prevalence and smoking-attributable deaths in the United States, Am J Public Health, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21566034;2011
MISCAN-PRO (Erasmus);Wever EM, Draisma G, Heijnsdijk EA, de Koning HJ, How does early detection by screening affect disease progression? Modeling estimated benefits in prostate cancer screening, Med Decis Making, July 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21406620;2011
MISCAN-PRO (Erasmus);Gulati R, Wever EM, Tsodikov A, Penson DF, Inoue LY, Katcher J, Lee SY, Heijnsdijk EA, Draisma G, de Koning HJ, Etzioni R, et al., What if I don't treat my PSA-detected prostate cancer? Answers from three natural history models, Cancer Epidemiol Biomarkers Prev, May 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21546365;2011
PSAPC (FHCRC);Gulati R, Mariotto AB, Chen S, Gore JL, Etzioni R, Long-term projections of the harm-benefit trade-off in prostate cancer screening are more favorable than previous short-term estimates, J Clin Epidemiol, Dec. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22032753;2011
PSAPC (FHCRC);Gulati R, Wever EM, Tsodikov A, Penson DF, Inoue LY, Katcher J, Lee SY, Heijnsdijk EA, Draisma G, de Koning HJ, Etzioni R, et al., What if I don't treat my PSA-detected prostate cancer? Answers from three natural history models, Cancer Epidemiol Biomarkers Prev, May 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21546365;2011
SCANS (Michigan);Gulati R, Wever EM, Tsodikov A, Penson DF, Inoue LY, Katcher J, Lee SY, Heijnsdijk EA, Draisma G, de Koning HJ, Etzioni R, et al., What if I don't treat my PSA-detected prostate cancer? Answers from three natural history models, Cancer Epidemiol Biomarkers Prev, May 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21546365;2011
BCOS (Stanford);Bailey SL, Sigal BM, Plevritis SK, A simulation model investigating the impact of tumor volume doubling time and mammographic tumor detectability on screening outcomes in women aged 40-49 years, J Natl Cancer Inst, Aug. 18, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20664027;2010
BCOS (Stanford);Kurian AW, Sigal BM, Plevritis SK, Survival analysis of cancer risk reduction strategies for BRCA1/2 mutation carriers, J Clin Oncol, Jan. 10, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19996031;2010
CISNET-DFCI (Dana-Farber);Weedon-Fekjaer H, Tretli S, Aalen OO, Estimating screening test sensitivity and tumour progression using tumour size and time since previous screening, Stat Methods Med Res, Oct. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20356856;2010
CISNET-DFCI (Dana-Farber);Kalager M, Zelen M, Langmark F, Adami HO, Effect of screening mammography on breast-cancer mortality in Norway, N Engl J Med, Sept. 23, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20860502;2010
MISCAN-STDSIM (Erasmus);Lonky NM, Mahdavi A, Wolde-Tsadik G, Bajamundi K, Felix JC, Evaluation of the clinical performance of high-risk human papillomavirus testing for primary screening: a retrospective review of the Southern California Permanente Medical Group experience, J Low Genit Tract Dis, July 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20592555;2010
Policy1-Cervix (CCNSW);Creighton P, Lew JB, Clements M, Smith M, Howard K, Dyer S, Lord S, Canfell K, Cervical cancer screening in Australia: modelled evaluation of the impact of changing the recommended interval from two to three years, BMC Public Health, Nov. 26, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21110881;2010
UMN-Cervical (Minnesota);Melnikow J, Kulasingam S, Slee C, Helms LJ, Kuppermann M, Birch S, McGahan CE, Coldman A, Chan BK, Sawaya GF, Surveillance after treatment for cervical intraepithelial neoplasia: outcomes, costs, and cost-effectiveness, Obstet Gynecol, Nov. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20966702;2010
CRC-SPIN (RAND);Knudsen AB, Lansdorp-Vogelaar I, Rutter CM, Savarino JE, van Ballegooijen M, Kuntz KM, Zauber AG, Cost-effectiveness of computed tomographic colonography screening for colorectal cancer in the medicare population, J Natl Cancer Inst, Aug. 18, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20664028;2010
CRC-SPIN (RAND);Rutter CM, Savarino JE, An evidence-based microsimulation model for colorectal cancer: validation and application, Cancer Epidemiol Biomarkers Prev, Aug. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20647403;2010
MISCAN-Colon (Erasmus/MSK);Zauber AG, van Ballegooijen M, Petitti D, Lansdorp-Vogelaar I, United States Preventive Services Task Force recommendations: age to end screening misunderstood, Dis Colon Rectum, Oct. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20847630;2010
MISCAN-Colon (Erasmus/MSK);Zauber AG, Cost-effectiveness of colonoscopy, Gastrointest Endosc Clin N Am, Oct. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20889076;2010
MISCAN-Colon (Erasmus/MSK);Lansdorp-Vogelaar I, Kuntz KM, Knudsen AB, Wilschut JA, Zauber AG, van Ballegooijen M, Stool DNA testing to screen for colorectal cancer in the Medicare population: a cost-effectiveness analysis, Ann Intern Med, Sept. 21, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20855801;2010
MISCAN-Colon (Erasmus/MSK);Knudsen AB, Lansdorp-Vogelaar I, Rutter CM, Savarino JE, van Ballegooijen M, Kuntz KM, Zauber AG, Cost-effectiveness of computed tomographic colonography screening for colorectal cancer in the medicare population, J Natl Cancer Inst, Aug. 18, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20664028;2010
MISCAN-Colon (Erasmus/MSK);van Ballegooijen M, Boer R, Zauber AG, Simulation of colorectal cancer screening: what we do and do not know and does it matter, Best Pract Res Clin Gastroenterol, Aug. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20833347;2010
MISCAN-Colon (Erasmus/MSK);Lansdorp-Vogelaar I, Knudsen AB, Brenner H, Cost-effectiveness of colorectal cancer screening - an overview, Best Pract Res Clin Gastroenterol, Aug. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20833348;2010
MISCAN-Colon (Erasmus/MSK);Edwards BK, Ward E, Kohler BA, Eheman C, Zauber AG, Anderson RN, Jemal A, Schymura MJ, Lansdorp-Vogelaar I, Seeff LC, van Ballegooijen M, et al., Annual report to the nation on the status of cancer, 1975-2006, featuring colorectal cancer trends and impact of interventions (risk factors, screening, and treatment) to reduce future rates, Cancer, Feb. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=19998273;2010
SimCRC (Minnesota/MGH);Lansdorp-Vogelaar I, Kuntz KM, Knudsen AB, Wilschut JA, Zauber AG, van Ballegooijen M, Stool DNA testing to screen for colorectal cancer in the Medicare population: a cost-effectiveness analysis, Ann Intern Med, Sept. 21, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20855801;2010
SimCRC (Minnesota/MGH);Knudsen AB, Lansdorp-Vogelaar I, Rutter CM, Savarino JE, van Ballegooijen M, Kuntz KM, Zauber AG, Cost-effectiveness of computed tomographic colonography screening for colorectal cancer in the medicare population, J Natl Cancer Inst, Aug. 18, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20664028;2010
SimCRC (Minnesota/MGH);Lansdorp-Vogelaar I, Knudsen AB, Brenner H, Cost-effectiveness of colorectal cancer screening - an overview, Best Pract Res Clin Gastroenterol, Aug. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20833348;2010
EACMo (MGH);Hayeck TJ, Kong CY, Spechler SJ, Gazelle GS, Hur C, The prevalence of Barrett's esophagus in the US: estimates from a simulation model confirmed by SEER data, Dis Esophagus, Aug. 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20353441;2010
EACMo (MGH);Hur C, Hayeck TJ, Yeh JM, Richards EM, Spechler SJ, Gazelle GS, Kong CY, Development, calibration, and validation of a U.S. white male population-based simulation model of esophageal adenocarcinoma, PLoS One, March 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20208996;2010
SimSmoke (Georgetown);Levy DT, Mabry PL, Graham AL, Orleans CT, Abrams DB, Exploring scenarios to dramatically reduce smoking prevalence: a simulation model of the three-part cessation process, Am J Public Health, July 1, 2010 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=20466969;2010
